Edad;Unidad;Sexo;Periodo;Total
De 16 a 19 años;Valor absoluto;Hombres;2013T1;123,2
De 16 a 19 años;Valor absoluto;Hombres;2012T4;107,9
De 16 a 19 años;Valor absoluto;Hombres;2012T3;135,0
De 16 a 19 años;Valor absoluto;Hombres;2012T2;132,8
De 16 a 19 años;Valor absoluto;Hombres;2012T1;118,3
De 16 a 19 años;Valor absoluto;Hombres;2011T4;119,5
De 16 a 19 años;Valor absoluto;Hombres;2011T3;138,5
De 16 a 19 años;Valor absoluto;Hombres;2011T2;125,1
De 16 a 19 años;Valor absoluto;Hombres;2011T1;124,1
De 16 a 19 años;Valor absoluto;Hombres;2010T4;123,3
De 16 a 19 años;Valor absoluto;Hombres;2010T3;139,8
De 16 a 19 años;Valor absoluto;Hombres;2010T2;148,8
De 16 a 19 años;Valor absoluto;Hombres;2010T1;139,9
De 16 a 19 años;Valor absoluto;Mujeres;2025T3;78,0
De 16 a 19 años;Valor absoluto;Mujeres;2025T2;56,4
De 16 a 19 años;Valor absoluto;Mujeres;2025T1;44,1
De 16 a 19 años;Valor absoluto;Mujeres;2024T4;60,6
De 16 a 19 años;Valor absoluto;Mujeres;2024T3;69,9
De 16 a 19 años;Valor absoluto;Mujeres;2024T2;65,0
De 16 a 19 años;Valor absoluto;Mujeres;2024T1;48,0
De 16 a 19 años;Valor absoluto;Mujeres;2023T4;49,8
De 16 a 19 años;Valor absoluto;Mujeres;2023T3;64,0
De 16 a 19 años;Valor absoluto;Mujeres;2023T2;54,1
De 16 a 19 años;Valor absoluto;Mujeres;2023T1;49,5
De 16 a 19 años;Valor absoluto;Mujeres;2022T4;42,8
De 16 a 19 años;Valor absoluto;Mujeres;2022T3;61,4
De 16 a 19 años;Valor absoluto;Mujeres;2022T2;65,0
De 16 a 19 años;Valor absoluto;Mujeres;2022T1;56,0
De 16 a 19 años;Valor absoluto;Mujeres;2021T4;53,6
De 16 a 19 años;Valor absoluto;Mujeres;2021T3;63,9
De 16 a 19 años;Valor absoluto;Mujeres;2021T2;68,6
De 16 a 19 años;Valor absoluto;Mujeres;2021T1;51,3
De 16 a 19 años;Valor absoluto;Mujeres;2020T4;62,4
De 16 a 19 años;Valor absoluto;Mujeres;2020T3;66,4
De 16 a 19 años;Valor absoluto;Mujeres;2020T2;45,9
De 16 a 19 años;Valor absoluto;Mujeres;2020T1;46,1
De 16 a 19 años;Valor absoluto;Mujeres;2019T4;49,6
De 16 a 19 años;Valor absoluto;Mujeres;2019T3;58,3
De 16 a 19 años;Valor absoluto;Mujeres;2019T2;57,2
De 16 a 19 años;Valor absoluto;Mujeres;2019T1;61,8
De 16 a 19 años;Valor absoluto;Mujeres;2018T4;52,5
De 16 a 19 años;Valor absoluto;Mujeres;2018T3;59,8
De 16 a 19 años;Valor absoluto;Mujeres;2018T2;60,8
De 16 a 19 años;Valor absoluto;Mujeres;2018T1;56,5
De 16 a 19 años;Valor absoluto;Mujeres;2017T4;60,5
De 16 a 19 años;Valor absoluto;Mujeres;2017T3;59,6
De 16 a 19 años;Valor absoluto;Mujeres;2017T2;60,6
De 16 a 19 años;Valor absoluto;Mujeres;2017T1;55,5
De 16 a 19 años;Valor absoluto;Mujeres;2016T4;64,7
De 16 a 19 años;Valor absoluto;Mujeres;2016T3;65,6
De 16 a 19 años;Valor absoluto;Mujeres;2016T2;63,7
De 16 a 19 años;Valor absoluto;Mujeres;2016T1;56,9
De 16 a 19 años;Valor absoluto;Mujeres;2015T4;70,7
De 16 a 19 años;Valor absoluto;Mujeres;2015T3;82,1
De 16 a 19 años;Valor absoluto;Mujeres;2015T2;79,8
De 16 a 19 años;Valor absoluto;Mujeres;2015T1;75,8
De 16 a 19 años;Valor absoluto;Mujeres;2014T4;82,2
De 16 a 19 años;Valor absoluto;Mujeres;2014T3;88,1
De 16 a 19 años;Valor absoluto;Mujeres;2014T2;73,4
De 16 a 19 años;Valor absoluto;Mujeres;2014T1;75,0
De 16 a 19 años;Valor absoluto;Mujeres;2013T4;88,0
De 16 a 19 años;Valor absoluto;Mujeres;2013T3;107,2
De 16 a 19 años;Valor absoluto;Mujeres;2013T2;91,1
De 16 a 19 años;Valor absoluto;Mujeres;2013T1;83,6
De 16 a 19 años;Valor absoluto;Mujeres;2012T4;86,3
De 16 a 19 años;Valor absoluto;Mujeres;2012T3;107,5
De 16 a 19 años;Valor absoluto;Mujeres;2012T2;103,7
De 16 a 19 años;Valor absoluto;Mujeres;2012T1;96,4
De 16 a 19 años;Valor absoluto;Mujeres;2011T4;88,5
De 16 a 19 años;Valor absoluto;Mujeres;2011T3;99,6
De 16 a 19 años;Valor absoluto;Mujeres;2011T2;95,6
De 16 a 19 años;Valor absoluto;Mujeres;2011T1;92,3
De 16 a 19 años;Valor absoluto;Mujeres;2010T4;95,9
De 16 a 19 años;Valor absoluto;Mujeres;2010T3;106,0
De 16 a 19 años;Valor absoluto;Mujeres;2010T2;110,4
De 16 a 19 años;Valor absoluto;Mujeres;2010T1;93,9
De 16 a 19 años;Porcentaje;Ambos sexos;2025T3;5,3
De 16 a 19 años;Porcentaje;Ambos sexos;2025T2;5,0
De 16 a 19 años;Porcentaje;Ambos sexos;2025T1;3,7
De 16 a 19 años;Porcentaje;Ambos sexos;2024T4;4,5
De 16 a 19 años;Porcentaje;Ambos sexos;2024T3;5,4
De 16 a 19 años;Porcentaje;Ambos sexos;2024T2;5,4
De 16 a 19 años;Porcentaje;Ambos sexos;2024T1;3,9
De 16 a 19 años;Porcentaje;Ambos sexos;2023T4;4,1
De 16 a 19 años;Porcentaje;Ambos sexos;2023T3;5,1
De 16 a 19 años;Porcentaje;Ambos sexos;2023T2;4,4
De 16 a 19 años;Porcentaje;Ambos sexos;2023T1;3,6
De 16 a 19 años;Porcentaje;Ambos sexos;2022T4;3,6
De 16 a 19 años;Porcentaje;Ambos sexos;2022T3;4,7
De 16 a 19 años;Porcentaje;Ambos sexos;2022T2;4,9
De 16 a 19 años;Porcentaje;Ambos sexos;2022T1;3,6
De 16 a 19 años;Porcentaje;Ambos sexos;2021T4;3,8
De 16 a 19 años;Porcentaje;Ambos sexos;2021T3;4,1
De 16 a 19 años;Porcentaje;Ambos sexos;2021T2;4,0
De 16 a 19 años;Porcentaje;Ambos sexos;2021T1;3,1
De 16 a 19 años;Porcentaje;Ambos sexos;2020T4;3,5
De 16 a 19 años;Porcentaje;Ambos sexos;2020T3;4,0
De 16 a 19 años;Porcentaje;Ambos sexos;2020T2;3,2
De 16 a 19 años;Porcentaje;Ambos sexos;2020T1;3,5
De 16 a 19 años;Porcentaje;Ambos sexos;2019T4;3,6
De 16 a 19 años;Porcentaje;Ambos sexos;2019T3;4,0
De 16 a 19 años;Porcentaje;Ambos sexos;2019T2;4,0
De 16 a 19 años;Porcentaje;Ambos sexos;2019T1;3,7
De 16 a 19 años;Porcentaje;Ambos sexos;2018T4;3,6
De 16 a 19 años;Porcentaje;Ambos sexos;2018T3;4,1
De 16 a 19 años;Porcentaje;Ambos sexos;2018T2;4,0
De 16 a 19 años;Porcentaje;Ambos sexos;2018T1;3,5
De 16 a 19 años;Porcentaje;Ambos sexos;2017T4;3,7
De 16 a 19 años;Porcentaje;Ambos sexos;2017T3;4,0
De 16 a 19 años;Porcentaje;Ambos sexos;2017T2;3,6
De 16 a 19 años;Porcentaje;Ambos sexos;2017T1;3,2
De 16 a 19 años;Porcentaje;Ambos sexos;2016T4;3,2
De 16 a 19 años;Porcentaje;Ambos sexos;2016T3;3,4
De 16 a 19 años;Porcentaje;Ambos sexos;2016T2;3,2
De 16 a 19 años;Porcentaje;Ambos sexos;2016T1;3,0
De 16 a 19 años;Porcentaje;Ambos sexos;2015T4;3,2
De 16 a 19 años;Porcentaje;Ambos sexos;2015T3;3,8
De 16 a 19 años;Porcentaje;Ambos sexos;2015T2;3,4
De 16 a 19 años;Porcentaje;Ambos sexos;2015T1;3,1
De 16 a 19 años;Porcentaje;Ambos sexos;2014T4;3,1
De 16 a 19 años;Porcentaje;Ambos sexos;2014T3;3,4
De 16 a 19 años;Porcentaje;Ambos sexos;2014T2;3,0
De 16 a 19 años;Porcentaje;Ambos sexos;2014T1;2,9
De 16 a 19 años;Porcentaje;Ambos sexos;2013T4;3,4
De 16 a 19 años;Porcentaje;Ambos sexos;2013T3;3,9
De 16 a 19 años;Porcentaje;Ambos sexos;2013T2;3,4
De 16 a 19 años;Porcentaje;Ambos sexos;2013T1;3,3
De 16 a 19 años;Porcentaje;Ambos sexos;2012T4;3,2
De 16 a 19 años;Porcentaje;Ambos sexos;2012T3;4,2
De 16 a 19 años;Porcentaje;Ambos sexos;2012T2;4,1
De 16 a 19 años;Porcentaje;Ambos sexos;2012T1;3,8
De 16 a 19 años;Porcentaje;Ambos sexos;2011T4;3,9
De 16 a 19 años;Porcentaje;Ambos sexos;2011T3;4,8
De 16 a 19 años;Porcentaje;Ambos sexos;2011T2;4,6
De 16 a 19 años;Porcentaje;Ambos sexos;2011T1;4,4
De 16 a 19 años;Porcentaje;Ambos sexos;2010T4;4,7
De 16 a 19 años;Porcentaje;Ambos sexos;2010T3;5,4
De 16 a 19 años;Porcentaje;Ambos sexos;2010T2;5,6
De 16 a 19 años;Porcentaje;Ambos sexos;2010T1;5,1
De 16 a 19 años;Porcentaje;Hombres;2025T3;5,2
De 16 a 19 años;Porcentaje;Hombres;2025T2;5,9
De 16 a 19 años;Porcentaje;Hombres;2025T1;4,6
De 16 a 19 años;Porcentaje;Hombres;2024T4;4,5
De 16 a 19 años;Porcentaje;Hombres;2024T3;6,1
De 16 a 19 años;Porcentaje;Hombres;2024T2;6,4
De 16 a 19 años;Porcentaje;Hombres;2024T1;4,9
De 16 a 19 años;Porcentaje;Hombres;2023T4;5,1
De 16 a 19 años;Porcentaje;Hombres;2023T3;6,4
De 16 a 19 años;Porcentaje;Hombres;2023T2;5,4
De 16 a 19 años;Porcentaje;Hombres;2023T1;4,5
De 16 a 19 años;Porcentaje;Hombres;2022T4;4,6
De 16 a 19 años;Porcentaje;Hombres;2022T3;6,0
De 16 a 19 años;Porcentaje;Hombres;2022T2;5,9
De 16 a 19 años;Porcentaje;Hombres;2022T1;4,0
De 16 a 19 años;Porcentaje;Hombres;2021T4;4,5
De 16 a 19 años;Porcentaje;Hombres;2021T3;4,7
De 16 a 19 años;Porcentaje;Hombres;2021T2;4,6
De 16 a 19 años;Porcentaje;Hombres;2021T1;3,7
De 16 a 19 años;Porcentaje;Hombres;2020T4;4,0
De 16 a 19 años;Porcentaje;Hombres;2020T3;4,8
De 16 a 19 años;Porcentaje;Hombres;2020T2;3,7
De 16 a 19 años;Porcentaje;Hombres;2020T1;4,5
De 16 a 19 años;Porcentaje;Hombres;2019T4;4,3
De 16 a 19 años;Porcentaje;Hombres;2019T3;4,8
De 16 a 19 años;Porcentaje;Hombres;2019T2;4,7
De 16 a 19 años;Porcentaje;Hombres;2019T1;3,9
De 16 a 19 años;Porcentaje;Hombres;2018T4;4,3
De 16 a 19 años;Porcentaje;Hombres;2018T3;4,8
De 16 a 19 años;Porcentaje;Hombres;2018T2;4,7
De 16 a 19 años;Porcentaje;Hombres;2018T1;4,1
De 16 a 19 años;Porcentaje;Hombres;2017T4;4,4
De 16 a 19 años;Porcentaje;Hombres;2017T3;5,0
De 16 a 19 años;Porcentaje;Hombres;2017T2;4,2
De 16 a 19 años;Porcentaje;Hombres;2017T1;3,8
De 16 a 19 años;Porcentaje;Hombres;2016T4;3,5
De 16 a 19 años;Porcentaje;Hombres;2016T3;3,8
De 16 a 19 años;Porcentaje;Hombres;2016T2;3,7
De 16 a 19 años;Porcentaje;Hombres;2016T1;3,6
De 16 a 19 años;Porcentaje;Hombres;2015T4;3,5
De 16 a 19 años;Porcentaje;Hombres;2015T3;4,2
De 16 a 19 años;Porcentaje;Hombres;2015T2;3,8
De 16 a 19 años;Porcentaje;Hombres;2015T1;3,4
De 16 a 19 años;Porcentaje;Hombres;2014T4;3,0
De 16 a 19 años;Porcentaje;Hombres;2014T3;3,4
De 16 a 19 años;Porcentaje;Hombres;2014T2;3,3
De 16 a 19 años;Porcentaje;Hombres;2014T1;3,0
De 16 a 19 años;Porcentaje;Hombres;2013T4;3,6
De 16 a 19 años;Porcentaje;Hombres;2013T3;4,0
De 16 a 19 años;Porcentaje;Hombres;2013T2;3,6
De 16 a 19 años;Porcentaje;Hombres;2013T1;3,7
De 16 a 19 años;Porcentaje;Hombres;2012T4;3,4
De 16 a 19 años;Porcentaje;Hombres;2012T3;4,3
De 16 a 19 años;Porcentaje;Hombres;2012T2;4,3
De 16 a 19 años;Porcentaje;Hombres;2012T1;3,9
De 16 a 19 años;Porcentaje;Hombres;2011T4;4,2
De 16 a 19 años;Porcentaje;Hombres;2011T3;5,1
De 16 a 19 años;Porcentaje;Hombres;2011T2;4,8
De 16 a 19 años;Porcentaje;Hombres;2011T1;4,7
De 16 a 19 años;Porcentaje;Hombres;2010T4;4,8
De 16 a 19 años;Porcentaje;Hombres;2010T3;5,6
De 16 a 19 años;Porcentaje;Hombres;2010T2;5,8
De 16 a 19 años;Porcentaje;Hombres;2010T1;5,5
De 16 a 19 años;Porcentaje;Mujeres;2025T3;5,4
De 16 a 19 años;Porcentaje;Mujeres;2025T2;4,2
De 16 a 19 años;Porcentaje;Mujeres;2025T1;3,0
De 16 a 19 años;Porcentaje;Mujeres;2024T4;4,4
De 16 a 19 años;Porcentaje;Mujeres;2024T3;4,8
De 16 a 19 años;Porcentaje;Mujeres;2024T2;4,5
De 16 a 19 años;Porcentaje;Mujeres;2024T1;3,1
De 16 a 19 años;Porcentaje;Mujeres;2023T4;3,3
De 16 a 19 años;Porcentaje;Mujeres;2023T3;4,1
De 16 a 19 años;Porcentaje;Mujeres;2023T2;3,6
De 16 a 19 años;Porcentaje;Mujeres;2023T1;2,9
De 16 a 19 años;Porcentaje;Mujeres;2022T4;2,6
De 16 a 19 años;Porcentaje;Mujeres;2022T3;3,7
De 16 a 19 años;Porcentaje;Mujeres;2022T2;4,1
De 16 a 19 años;Porcentaje;Mujeres;2022T1;3,3
De 16 a 19 años;Porcentaje;Mujeres;2021T4;3,2
De 16 a 19 años;Porcentaje;Mujeres;2021T3;3,5
De 16 a 19 años;Porcentaje;Mujeres;2021T2;3,6
De 16 a 19 años;Porcentaje;Mujeres;2021T1;2,6
De 16 a 19 años;Porcentaje;Mujeres;2020T4;3,1
De 16 a 19 años;Porcentaje;Mujeres;2020T3;3,4
De 16 a 19 años;Porcentaje;Mujeres;2020T2;2,7
De 16 a 19 años;Porcentaje;Mujeres;2020T1;2,6
De 16 a 19 años;Porcentaje;Mujeres;2019T4;2,9
De 16 a 19 años;Porcentaje;Mujeres;2019T3;3,4
De 16 a 19 años;Porcentaje;Mujeres;2019T2;3,4
De 16 a 19 años;Porcentaje;Mujeres;2019T1;3,5
De 16 a 19 años;Porcentaje;Mujeres;2018T4;3,0
De 16 a 19 años;Porcentaje;Mujeres;2018T3;3,5
De 16 a 19 años;Porcentaje;Mujeres;2018T2;3,4
De 16 a 19 años;Porcentaje;Mujeres;2018T1;2,9
De 16 a 19 años;Porcentaje;Mujeres;2017T4;3,1
De 16 a 19 años;Porcentaje;Mujeres;2017T3;3,1
De 16 a 19 años;Porcentaje;Mujeres;2017T2;3,0
De 16 a 19 años;Porcentaje;Mujeres;2017T1;2,6
De 16 a 19 años;Porcentaje;Mujeres;2016T4;3,0
De 16 a 19 años;Porcentaje;Mujeres;2016T3;3,0
De 16 a 19 años;Porcentaje;Mujeres;2016T2;2,7
De 16 a 19 años;Porcentaje;Mujeres;2016T1;2,4
De 16 a 19 años;Porcentaje;Mujeres;2015T4;3,0
De 16 a 19 años;Porcentaje;Mujeres;2015T3;3,4
De 16 a 19 años;Porcentaje;Mujeres;2015T2;3,1
De 16 a 19 años;Porcentaje;Mujeres;2015T1;2,9
De 16 a 19 años;Porcentaje;Mujeres;2014T4;3,1
De 16 a 19 años;Porcentaje;Mujeres;2014T3;3,3
De 16 a 19 años;Porcentaje;Mujeres;2014T2;2,7
De 16 a 19 años;Porcentaje;Mujeres;2014T1;2,7
De 16 a 19 años;Porcentaje;Mujeres;2013T4;3,1
De 16 a 19 años;Porcentaje;Mujeres;2013T3;3,9
De 16 a 19 años;Porcentaje;Mujeres;2013T2;3,2
De 16 a 19 años;Porcentaje;Mujeres;2013T1;2,9
De 16 a 19 años;Porcentaje;Mujeres;2012T4;3,1
De 16 a 19 años;Porcentaje;Mujeres;2012T3;4,0
De 16 a 19 años;Porcentaje;Mujeres;2012T2;4,0
De 16 a 19 años;Porcentaje;Mujeres;2012T1;3,7
De 16 a 19 años;Porcentaje;Mujeres;2011T4;3,6
De 16 a 19 años;Porcentaje;Mujeres;2011T3;4,3
De 16 a 19 años;Porcentaje;Mujeres;2011T2;4,3
De 16 a 19 años;Porcentaje;Mujeres;2011T1;4,1
De 16 a 19 años;Porcentaje;Mujeres;2010T4;4,5
De 16 a 19 años;Porcentaje;Mujeres;2010T3;5,0
De 16 a 19 años;Porcentaje;Mujeres;2010T2;5,2
De 16 a 19 años;Porcentaje;Mujeres;2010T1;4,6
De 20 a 24 años;Valor absoluto;Ambos sexos;2025T3;364,9
De 20 a 24 años;Valor absoluto;Ambos sexos;2025T2;323,0
De 20 a 24 años;Valor absoluto;Ambos sexos;2025T1;346,6
De 20 a 24 años;Valor absoluto;Ambos sexos;2024T4;318,1
De 20 a 24 años;Valor absoluto;Ambos sexos;2024T3;374,4
De 20 a 24 años;Valor absoluto;Ambos sexos;2024T2;322,0
De 20 a 24 años;Valor absoluto;Ambos sexos;2024T1;348,7
De 20 a 24 años;Valor absoluto;Ambos sexos;2023T4;362,9
De 20 a 24 años;Valor absoluto;Ambos sexos;2023T3;376,5
De 20 a 24 años;Valor absoluto;Ambos sexos;2023T2;345,6
De 20 a 24 años;Valor absoluto;Ambos sexos;2023T1;353,3
De 20 a 24 años;Valor absoluto;Ambos sexos;2022T4;346,5
De 20 a 24 años;Valor absoluto;Ambos sexos;2022T3;382,7
De 20 a 24 años;Valor absoluto;Ambos sexos;2022T2;331,3
De 20 a 24 años;Valor absoluto;Ambos sexos;2022T1;334,0
De 20 a 24 años;Valor absoluto;Ambos sexos;2021T4;333,4
De 20 a 24 años;Valor absoluto;Ambos sexos;2021T3;386,2
De 20 a 24 años;Valor absoluto;Ambos sexos;2021T2;444,7
De 20 a 24 años;Valor absoluto;Ambos sexos;2021T1;431,9
De 20 a 24 años;Valor absoluto;Ambos sexos;2020T4;441,3
De 20 a 24 años;Valor absoluto;Ambos sexos;2020T3;472,2
De 20 a 24 años;Valor absoluto;Ambos sexos;2020T2;402,0
De 20 a 24 años;Valor absoluto;Ambos sexos;2020T1;369,7
De 20 a 24 años;Valor absoluto;Ambos sexos;2019T4;348,1
De 20 a 24 años;Valor absoluto;Ambos sexos;2019T3;394,9
De 20 a 24 años;Valor absoluto;Ambos sexos;2019T2;377,8
De 20 a 24 años;Valor absoluto;Ambos sexos;2019T1;385,5
De 20 a 24 años;Valor absoluto;Ambos sexos;2018T4;382,8
De 20 a 24 años;Valor absoluto;Ambos sexos;2018T3;391,0
De 20 a 24 años;Valor absoluto;Ambos sexos;2018T2;383,0
De 20 a 24 años;Valor absoluto;Ambos sexos;2018T1;382,4
De 20 a 24 años;Valor absoluto;Ambos sexos;2017T4;418,0
De 20 a 24 años;Valor absoluto;Ambos sexos;2017T3;428,8
De 20 a 24 años;Valor absoluto;Ambos sexos;2017T2;442,7
De 20 a 24 años;Valor absoluto;Ambos sexos;2017T1;457,3
De 20 a 24 años;Valor absoluto;Ambos sexos;2016T4;476,4
De 20 a 24 años;Valor absoluto;Ambos sexos;2016T3;501,1
De 20 a 24 años;Valor absoluto;Ambos sexos;2016T2;545,0
De 20 a 24 años;Valor absoluto;Ambos sexos;2016T1;526,5
De 20 a 24 años;Valor absoluto;Ambos sexos;2015T4;532,5
De 20 a 24 años;Valor absoluto;Ambos sexos;2015T3;580,8
De 20 a 24 años;Valor absoluto;Ambos sexos;2015T2;589,9
De 20 a 24 años;Valor absoluto;Ambos sexos;2015T1;611,3
De 20 a 24 años;Valor absoluto;Ambos sexos;2014T4;645,5
De 20 a 24 años;Valor absoluto;Ambos sexos;2014T3;684,0
De 20 a 24 años;Valor absoluto;Ambos sexos;2014T2;669,4
De 20 a 24 años;Valor absoluto;Ambos sexos;2014T1;711,9
De 20 a 24 años;Valor absoluto;Ambos sexos;2013T4;706,0
De 20 a 24 años;Valor absoluto;Ambos sexos;2013T3;728,8
De 20 a 24 años;Valor absoluto;Ambos sexos;2013T2;750,0
De 20 a 24 años;Valor absoluto;Ambos sexos;2013T1;773,9
De 20 a 24 años;Valor absoluto;Ambos sexos;2012T4;751,4
De 20 a 24 años;Valor absoluto;Ambos sexos;2012T3;738,9
De 20 a 24 años;Valor absoluto;Ambos sexos;2012T2;731,2
De 20 a 24 años;Valor absoluto;Ambos sexos;2012T1;715,1
De 20 a 24 años;Valor absoluto;Ambos sexos;2011T4;679,6
De 20 a 24 años;Valor absoluto;Ambos sexos;2011T3;686,1
De 20 a 24 años;Valor absoluto;Ambos sexos;2011T2;671,6
De 20 a 24 años;Valor absoluto;Ambos sexos;2011T1;656,4
De 20 a 24 años;Valor absoluto;Ambos sexos;2010T4;627,6
De 20 a 24 años;Valor absoluto;Ambos sexos;2010T3;619,9
De 20 a 24 años;Valor absoluto;Ambos sexos;2010T2;619,8
De 20 a 24 años;Valor absoluto;Ambos sexos;2010T1;606,9
De 20 a 24 años;Valor absoluto;Hombres;2025T3;196,7
De 20 a 24 años;Valor absoluto;Hombres;2025T2;161,1
De 20 a 24 años;Valor absoluto;Hombres;2025T1;184,9
De 20 a 24 años;Valor absoluto;Hombres;2024T4;171,3
De 20 a 24 años;Valor absoluto;Hombres;2024T3;194,2
De 20 a 24 años;Valor absoluto;Hombres;2024T2;178,6
De 20 a 24 años;Valor absoluto;Hombres;2024T1;197,6
De 20 a 24 años;Valor absoluto;Hombres;2023T4;205,6
De 20 a 24 años;Valor absoluto;Hombres;2023T3;210,5
De 20 a 24 años;Valor absoluto;Hombres;2023T2;181,5
De 20 a 24 años;Valor absoluto;Hombres;2023T1;180,3
De 20 a 24 años;Valor absoluto;Hombres;2022T4;176,7
De 20 a 24 años;Valor absoluto;Hombres;2022T3;188,7
De 20 a 24 años;Valor absoluto;Hombres;2022T2;165,2
De 20 a 24 años;Valor absoluto;Hombres;2022T1;183,6
De 20 a 24 años;Valor absoluto;Hombres;2021T4;174,2
De 20 a 24 años;Valor absoluto;Hombres;2021T3;201,4
De 20 a 24 años;Valor absoluto;Hombres;2021T2;227,1
De 20 a 24 años;Valor absoluto;Hombres;2021T1;224,7
De 20 a 24 años;Valor absoluto;Hombres;2020T4;234,5
De 20 a 24 años;Valor absoluto;Hombres;2020T3;243,3
De 20 a 24 años;Valor absoluto;Hombres;2020T2;214,6
De 20 a 24 años;Valor absoluto;Hombres;2020T1;197,1
De 20 a 24 años;Valor absoluto;Hombres;2019T4;180,3
De 20 a 24 años;Valor absoluto;Hombres;2019T3;201,0
De 20 a 24 años;Valor absoluto;Hombres;2019T2;192,8
De 20 a 24 años;Valor absoluto;Hombres;2019T1;196,9
De 20 a 24 años;Valor absoluto;Hombres;2018T4;204,2
De 20 a 24 años;Valor absoluto;Hombres;2018T3;219,9
De 20 a 24 años;Valor absoluto;Hombres;2018T2;212,6
De 20 a 24 años;Valor absoluto;Hombres;2018T1;217,6
De 20 a 24 años;Valor absoluto;Hombres;2017T4;219,2
De 20 a 24 años;Valor absoluto;Hombres;2017T3;237,4
De 20 a 24 años;Valor absoluto;Hombres;2017T2;242,0
De 20 a 24 años;Valor absoluto;Hombres;2017T1;249,2
De 20 a 24 años;Valor absoluto;Hombres;2016T4;257,9
De 20 a 24 años;Valor absoluto;Hombres;2016T3;263,3
De 20 a 24 años;Valor absoluto;Hombres;2016T2;285,4
De 20 a 24 años;Valor absoluto;Hombres;2016T1;270,0
De 20 a 24 años;Valor absoluto;Hombres;2015T4;280,0
De 20 a 24 años;Valor absoluto;Hombres;2015T3;304,8
De 20 a 24 años;Valor absoluto;Hombres;2015T2;315,0
De 20 a 24 años;Valor absoluto;Hombres;2015T1;336,3
De 20 a 24 años;Valor absoluto;Hombres;2014T4;341,4
De 20 a 24 años;Valor absoluto;Hombres;2014T3;370,3
De 20 a 24 años;Valor absoluto;Hombres;2014T2;360,2
De 20 a 24 años;Valor absoluto;Hombres;2014T1;381,0
De 20 a 24 años;Valor absoluto;Hombres;2013T4;376,6
De 20 a 24 años;Valor absoluto;Hombres;2013T3;385,2
De 20 a 24 años;Valor absoluto;Hombres;2013T2;404,0
De 20 a 24 años;Valor absoluto;Hombres;2013T1;419,6
De 20 a 24 años;Valor absoluto;Hombres;2012T4;402,6
De 20 a 24 años;Valor absoluto;Hombres;2012T3;395,3
De 20 a 24 años;Valor absoluto;Hombres;2012T2;386,9
De 20 a 24 años;Valor absoluto;Hombres;2012T1;389,6
De 20 a 24 años;Valor absoluto;Hombres;2011T4;371,5
De 20 a 24 años;Valor absoluto;Hombres;2011T3;365,0
De 20 a 24 años;Valor absoluto;Hombres;2011T2;368,4
De 20 a 24 años;Valor absoluto;Hombres;2011T1;361,4
De 20 a 24 años;Valor absoluto;Hombres;2010T4;347,7
De 20 a 24 años;Valor absoluto;Hombres;2010T3;333,1
De 20 a 24 años;Valor absoluto;Hombres;2010T2;346,2
De 20 a 24 años;Valor absoluto;Hombres;2010T1;344,1
De 20 a 24 años;Valor absoluto;Mujeres;2025T3;168,3
De 20 a 24 años;Valor absoluto;Mujeres;2025T2;162,0
De 20 a 24 años;Valor absoluto;Mujeres;2025T1;161,7
De 20 a 24 años;Valor absoluto;Mujeres;2024T4;146,8
De 20 a 24 años;Valor absoluto;Mujeres;2024T3;180,2
De 20 a 24 años;Valor absoluto;Mujeres;2024T2;143,4
De 20 a 24 años;Valor absoluto;Mujeres;2024T1;151,0
De 20 a 24 años;Valor absoluto;Mujeres;2023T4;157,4
De 20 a 24 años;Valor absoluto;Mujeres;2023T3;166,0
De 20 a 24 años;Valor absoluto;Mujeres;2023T2;164,1
De 20 a 24 años;Valor absoluto;Mujeres;2023T1;173,0
De 20 a 24 años;Valor absoluto;Mujeres;2022T4;169,8
De 20 a 24 años;Valor absoluto;Mujeres;2022T3;194,0
De 20 a 24 años;Valor absoluto;Mujeres;2022T2;166,1
De 20 a 24 años;Valor absoluto;Mujeres;2022T1;150,4
De 20 a 24 años;Valor absoluto;Mujeres;2021T4;159,2
De 20 a 24 años;Valor absoluto;Mujeres;2021T3;184,8
De 20 a 24 años;Valor absoluto;Mujeres;2021T2;217,7
De 20 a 24 años;Valor absoluto;Mujeres;2021T1;207,2
De 20 a 24 años;Valor absoluto;Mujeres;2020T4;206,8
De 20 a 24 años;Valor absoluto;Mujeres;2020T3;228,9
De 20 a 24 años;Valor absoluto;Mujeres;2020T2;187,4
De 20 a 24 años;Valor absoluto;Mujeres;2020T1;172,5
De 20 a 24 años;Valor absoluto;Mujeres;2019T4;167,8
De 20 a 24 años;Valor absoluto;Mujeres;2019T3;194,0
De 20 a 24 años;Valor absoluto;Mujeres;2019T2;185,0
De 20 a 24 años;Valor absoluto;Mujeres;2019T1;188,6
De 20 a 24 años;Valor absoluto;Mujeres;2018T4;178,6
De 20 a 24 años;Valor absoluto;Mujeres;2018T3;171,1
De 20 a 24 años;Valor absoluto;Mujeres;2018T2;170,4
De 20 a 24 años;Valor absoluto;Mujeres;2018T1;164,8
De 20 a 24 años;Valor absoluto;Mujeres;2017T4;198,8
De 20 a 24 años;Valor absoluto;Mujeres;2017T3;191,5
De 20 a 24 años;Valor absoluto;Mujeres;2017T2;200,7
